co_url,display,active,address,address_2,can_feature,city,company_id,description,facebook_url,id,indirectory,lastfeaturedate,linkedin_url,logo,company_name,company_name_2,overview,phone_number,plow_fit_url,shortname,slug,state,twitter_url,website,youtube_url,ytp_list_id,youtube_video_id,zip_code
,0,0,,,1,,,,,11,0,,,,Henke Manufacturing,,,,,,henke,,,,,,,
http://articles.snowplownews.com/page/highway-equipment-company,0,0,1330 76th Ave. SW,,1,Cedar Rapids,14,"<h3>Facts</h3> <ul> <li>HECO utilizes the latest technologies throughout the entire production process – from the initial design to the finished piece. Our in-house engineering team uses the latest CAD systems to ensure proper fit and compatibility long before the production process begins.</li> <li>Once the production process has started, the precise, 4000 watt CL-707 laser cutting system reduces the need for splicing sheets together, creating fewer seams and a more accurate, higher quality piece of equipment.</li> <li>A high-powered iron phosphate wash removes scaling and dirt before the final paint process in an environmentally friendly down-draft paint booth. This type of paint booth provides a consistent finish while the bake oven cures the paint at 180 degrees, ensuring durability and long life.</li> <li>All HECO welders have completed the American Welder’s Society (AWS) Weld Certification and Weld Quality program and the entire company regularly participates in safety training, regardless of their position.</li> </ul>",http://www.facebook.com/HiWaySpreaders,12,1,00:00.0,,hiway.jpg,Hi-Way Equipment Co,,"<p>Highway Equipment Company (HECO) is the leading manufacturer of Hi-Way deicing spreaders and road maintenance equipment and New Leader crop nutrient applicators, with a customer base ranging from growers to ag retailers, and from municipalities to contractors – and everything in between! Our goal is to build quality equipment, meeting the highest expectations and standards. Our quality is further ensured by using heavier gauge steel, a superior paint system and consistent manufacturing processes throughout the production of our products.</p> <p>Our high standards of quality and expertise also extend to our large network of dealers. Our facilities, located in Cedar Rapids, Iowa, include a large training center and every authorized dealer has been fully trained to provide a total sales & service experience.</p>",(319) 363-8281,,Hi-Way,hi-way,IA,http://twitter.com/HiWaySpreaders,www.highwayequipment.com,http://www.youtube.com/user/HiWaySpreaders,PLM1lIdVLPCXXahmp6dLxzIkc-6wZ_9RPm,,52404-7052
,1,1,,,1,,15,,,13,0,,,,Hiniker Company,,,,https://snowplows.hiniker.com/match-my-truck/,Hiniker,hiniker,,,,,,,
,0,0,,,1,,,,,14,0,,,,Larochelle Equipment,,,,,,larochelle,,,,,,,
http://articles.snowplownews.com/page/meyer,1,1,18513 Euclid Ave.,,1,Cleveland,22,"<h3>Facts</h3> <ul> <li>When Edward Meyer “Took On” Mother Nature by attaching a snow plow to an automobile, it captured the attention of the Newburgh News. Blizzard - battered, snowbound readers clamored for information on how and where to buy Mr.Meyer’s new snow plow invention.</li> <li>In 1965, many car/truck dealerships made sure they had a Meyer Snow plow installed and ready to sell. After all, if you were going to buy a new snow plow you will need a truck to go with it.</li> <li>In 1969, professional snow plowers relied on Meyer to provide commercial quality snow plows to withstand around the clock snow plowing. Meyer listened to their needs and ideas, thus the Meyer “Husky” was born. Although the name has changed, the basic design of this heavy duty snow plow is still the choice of professionals.</li> </ul>",http://www.facebook.com/meyerproducts,15,1,00:00.0,,meyer1.jpg,Meyer Products,,"<p>In 1926 Meyer Products began building snowplows on a farm in Newburgh, New York. It was then and there Meyer became the innovator, pioneer and leader in manufacturing highly reliable snow and ice control equipment. Throughout our 86+ years in business Meyer has been fully committed to fulfilling our customer’s needs and expectations.</p>",(216) 486-1313,http://www.meyerproducts.com/configure-purchase/meyer-selector-tool,Meyer,meyer,OH,https://twitter.com/Meyer_products,www.meyerproducts.com,http://www.youtube.com/meyerproducts,PLM1lIdVLPCXUFM2t9YuIvn5WGJnqrAPM-,,44112
,0,0,,,1,,24,,,16,0,,,,Monroe Snow & Ice Control,,,,,,monroe,,,,,,,
,0,0,,,1,,,,,17,0,,,,Northman Snowplows,,,,,,northman,,,,,,,
http://articles.snowplownews.com/page/sno-way-1,1,1,120 N Grand Ave,,1,Hartford,26,"<br /><br /><a href=""tools.cfm?spnLeaderBoard=1"" class=""btn btn-info rightColumn-btn"">See How Sno-Way Stacks up to the Competition</a> <h3>Facts</h3> <ul> <li>Sno-Way Snow plow Fabrications are under ISO 9002:2000 and CE certifications using high strength steels, laser cutting and robot welding.</li> <li>Precision laser cutting of all plow components is necessary to achieve the highest quality finished products.</li> <li>Sno-Way's manufacturing facility boasts over 12 robots configured to utilize custom-designed fixtures that assure the perfect weld every time.</li> <li>Sno-Way was the first snowplow manufacturer to offer a five-year structural plow warranty.</li> </ul> <h3>Product Spotlight</h3> <p style=""text-align: center;""> <a href=""https://www.snoway.com/plows/26v-series/"" target=""_blank""><img src=""https://www.snoway.com/wp-content/uploads/2019/05/home-slider-26v-1313x500_c.jpg"" alt=""Sno-Way Flared 26V Snow Plow"" style=""max-width: 100%;"" /></a>Sno-Way Flared 26V Snow Plow</p> <p style=""text-align: center;""> <a href=""https://www.snoway.com/spreader_accessories/drop-spreader-hood/"" target=""_blank""><img src=""https://www.snoway.com/wp-content/uploads/2019/05/home-slider-drop-spreader-1313x500_c.jpg"" alt=""Sno-Way Drop Spreader Hood"" style=""max-width: 100%;"" /></a>Convert a broadcast spreader to a drop spreader with the new Sno-Way Drop Spreader Hood.</p> <div style=""clear: both; margin-top: 20px;""> <p><b>Stronger, Smarter, Better through Innovation</b> is more than just a slogan &mdash; it is the heart and soul behind every Sno-Way product. It is the relentless pursuit to design and manufacture the most durable and efficient plows. It is what makes the Sno-Way name the strongest in the industry.</p> <div style=""float: left; width: 52%;""><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_patented.jpg"" style=""max-width: 100%;"" /></div> <div style=""float: left; width: 48%;""> <ul class=""innov-switcher"" id=""innov-switcher""> <li class=""innov-active""><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_groundHugger.jpg"" alt="""" /><br />Ground Hugger&trade; Plows</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_doubleHingePlows.jpg"" alt="""" /><br />Double Hinge Plows</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_ezSwitchWings.jpg"" alt="""" /><br />E-Z Switch&trade; Wing System</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_noGapHingeMechinism.jpg"" alt="""" /><br />No Gap Hinge Mechanism</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_maxAdjustLevelingSystem.jpg"" alt="""" /><br />MaxADJUST&trade; Leveling System</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_downPressureHydraulic.jpg"" alt="""" /><br />Down Pressure&reg; Hydraulics System</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_4sightLighting.jpg"" alt="""" /><br />4-Sight&trade; Lighting System</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_wirelessProControl_ii.jpg"" alt="""" /><br />Pro Control&trade; II</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_ezFitSnowDefelector.jpg"" alt="""" /><br />E-Z Fit Snow Deflector</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_eisWiringSystem-1.jpg"" alt="""" /><br />EIS&trade; Wiring System</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_pdeController.jpg"" alt="""" /><br />RS Controller</li> <li><img src=""https://www.snoway.com/wp-content/uploads/2018/06/innovations_pdeSaltWettingSystem_v2.jpg"" alt="""" /><br />SWS 30 Salt-Wetting System</li> </ul></div> <div style=""clear: both;""></div> </div> <style> .innov-switcher { list-style-type: none; padding: 0 0 0 10px; box-sizing: border-box; margin: 0; } .innov-switcher>li { text-align: center; font-weight: bold; display: none; } .innov-switcher>li.innov-active { display: block; } .innov-switcher>li img { width: 100%; } </style> <script type=""text/javascript""> function nextInnov() { innovSlides = document.getElementById(""innov-switcher"").getElementsByTagName(""li""); currentSlide = 0; for(i=0;i<innovSlides.length;i++) { if(innovSlides[i].className == ""innov-active"") { currentSlide = i; } } nextInnovSlide = currentSlide + 1; if(nextInnovSlide == innovSlides.length) { nextInnovSlide = 0; } for(i=0;i<innovSlides.length;i++) { if(i == nextInnovSlide) { innovSlides[i].className = ""innov-active""; } else { innovSlides[i].className = """"; } } setTimeout(""nextInnov()"",3000); } setTimeout(""nextInnov()"",3000); </script>",http://www.facebook.com/pages/SnoWay-Plows-Spreaders/261846040501774?ref=ts&fref=ts,18,1,00:00.0,,snoway.jpg,Sno-Way International,,"<p>Sno-Way International, Inc in Hartford, WI is a private company categorized under Wholesale Automobile Parts and Supplies. It was established in 1978 and incorporated in Wisconsin. For three decades, Sno-Way plows and spreaders have helped thousands of homeowners, small businesses, plowing contractors and municipalities remove snow and control ice. Our STRONGER -- SMARTER -- BETTER slogan is no idle boast considering our dozens of industry patents. In addition to innovation, Sno-Way was the first snowplow manufacturer to offer a five-year structural plow warranty.</p>",(262) 673-7200,https://www.snoway.com/what-plow-fits-my-truck/,Sno-Way,sno-way,WI,,www.snoway.com,http://www.youtube.com/user/SnoWayInternational,PLM1lIdVLPCXWYA6pJvH-okwptrpUwqR6V,,53027
,0,0,,,1,,,,,19,0,,,,Snowman Snowplow Inc,,,,,,snowman,,,,,,,
,0,0,,,1,,,,,20,0,,,,Tenco Machinery,,,,,,tenco,,,,,,,
,0,0,,,1,,,,,21,0,,,,Viking Cives Group,,,,,,viking-cives-group,,,,,,,
http://articles.snowplownews.com/page/western,1,1,7777 N. 73rd Street,,1,Milwaukee,30,"<h3>Facts</h3> <ul> <li>Established in 1950 by entrepreneur Douglas Seaman, Western Products is a manufacturer of snowplows for heavy-duty and standard-duty commercial snow plowing, as well as institutional, extended-use homeowner and municipal snow removal operations</li> <li>In 1952, Western Welding introduced its first snowplow. The timing could not have been better. The U.S. population was gravitating toward suburban settings, which had increased the market for light trucks and drove demand for snowplows.</li> <li>Suburban areas continued to thrive through the 50s, and the light-truck market continued to grow. Snowplow demand was on the rise, and sales of Western snowplows doubled between 1961 and 1968.</li> <li>The 70s also proved lucrative for the snowplow industry. With a product that was perceived as high quality, an aggressive sales force and an attractive pricing policy, Western Products' share of the national market for snowplows mounted on light trucks swelled from 33 percent in 1968 to 40 percent a decade later.</li> </ul> <h3>Product Lines:</h3> <p><b>Snow Removal Equipment</b> - forged by hard-working men and women in our award-winning Milwaukee, Wisconsin, manufacturing facility. Built to stand up to winter’s worst.</p> <ul> <li>Suburbanite™ Personal Use Plow – SUV and compact pick-up ready</li> <li>HTS™ Half-Ton Snow Plow – For personal and light commercial applications</li> <li>Midweight™ Straight Blade Snow Plow – Big performance for light commercial use</li> <li>PRO-PLOW® Series 2 Snowplow – one of the best-selling straight-blade models for snow plow contractors since its introduction</li> <li>PRO PLUS® Snowplow – Straight Blade For Heavy-Duty Commercial and Light Municipal Applications</li> <li>HEAVYWEIGHT Snowplow – Made for trucks in the 14,000-27,000 GVW range, for light municipal plowing applications like local streets, parks, county roads, parking lots and more</li> <li>MVP PLUS™ V-Plow - The standard for speed and efficiency in V-plow performance</li> <li>MVP 3™ V-Plow - Provides all the performance features you need for unmatched V-plow productivity</li> <li>PRODIGY™ Multi-Position Wing Plow – Patented mechanical wing automatically positions its wings to deliver maximum plowing efficiency, making it as easy to operate as a straight blade.</li> <li>WIDE-OUT™ Adjustable Wing Snowplow – Adjust the wings at the touch of a button in order to move up to 30% more snow</li> <li>PRO PLUS® and PRODIGY™ Skid-Steer – CONTRACTOR GRADE® Performance when the job demands a skid-steer</li> <li>PILE DRIVER™ Containment Plows – For the really big jobs</li> </ul> <p><b>Ice Control Equipment</b> – all of the quality and expertise that you find in our snowplows can also be found in our Ice Control Equipment</p> <ul> <li>Tornado™ Hopper Spreader – Available in 3 sizes, this durable one-piece poly construction hopper offers CONTRACTOR GRADE ice control performance</li> <li>ICE BREAKER™ Hopper Spreader – Salt and sand hopper spreader is the STEEL hopper spreader of choice for Contractors</li> <li>PRO-FLO™ 2 Tailgate Spreader – Can handle #1 rock salt and calcium chloride, as well as sand.</li> <li>Low Profile Tailgate Spreader – Features a low profile design for an unobstructed rear view from the cab</li> <li>Tornado™ LT Hopper – ½ Cubic Yard Poly Hopper spreaders for UTVs and pickups</li> <li>WB-100B &amp; WB-160D Walk Behind – Corrosion-free Polyethelene models feature a clear hopper cover to keep your de-icing material dry and flowing freely</li> </ul> <h3>Awards</h3> <p>Douglas Dynamics was voted as one of the Top 100 Workplaces in Milwaukee for four consecutive years (2010, 2011, 2012 and 2013)</p>",http://www.facebook.com/WesternPlows,22,1,00:00.0,http://www.linkedin.com/company/western-products,western1.jpg,Western Products,,"<p>Winter® Equipment has led the snow removal industry in innovative wear parts for 30 years. Over that time, we have become the quality standard for public and private sector clients who depend on the best wear parts for their snowplows. Our patented blade-saving technologies are engineered to set a new standard of quality in the industry. We settle for nothing less than the highest quality materials and solutions to solve your problems.</p> <p>Every winter, our reliable cutting edge systems keep DOTs, counties, municipalities and contractors on the road longer in the harshest of conditions. Our focus is to reduce your costs through practical engineering, the highest quality materials and collaborative service. We’re constantly engineering new solutions for our clients.</p> <p>Our snowplow wear solutions begin with your needs. Once we’ve identified the problems you need to solve, we dedicate every expert on our team to engineer and manufacture your solutions. Winter® only employs the best engineers, machinists, technical representatives and professional specialists who have the experience and passion to provide the quality you deserve at a price that makes sense for you. This unique level of collaboration, expertise and experience is what sets us apart from the pack. Solving your problems is our business.</p>",(262) 673-7200,http://quickmatch.westernplows.com/vehinfo.asp,Western,western,WI,http://twitter.com/WesternPlows,www.westernplows.com,http://www.youtube.com/user/westernsnowplows,PLM1lIdVLPCXWY7kYe-Z9ikcmfxvArZJ4N,aNxjG3p0XeQ,53223
,1,1,,,1,Mentor,,"<p><strong>Features:</strong></p> <p><strong>Floating A-Frame™</strong><br /> The sliding-pin connection lets the plow contour the road for a clean clear and helps avoid uneven edge wear.</p> <p><strong>QuickMount II™</strong><br /> The plow's integrated swing-down feet are independently actuated and height adjustable, for easy mounting and dismounting even on rugged terrain.</p> <p><strong>Moldboard</strong><br /> Signature 304 stainless steel SnowDogg moldboard with nine 1/4 in. laser-cut steel ribs. A full-length 2 in. cross tube and a heavy duty bottom channel spread ensure impact is spread across the entire plow to protect vital connection points.</p> <p><strong>Trip Action, Lift and Angling Cylinders</strong><br /> The new municipal style lift arm, chain, and cylinder allow for higher lift at a faster pace and easy adjustments. The plow's oversize angle cylinders produce powerful, fast, and agile angling.</p>",https://www.facebook.com/BuyersProducts/,23,1,,,buyers-logo(2).png,SnowDogg by Buyers,,"<p><strong>USA MADE</strong><br /> Over 70 years of engineering, manufacturing and assembly all in the USA. We provide our customers with great value and innovation to stay ahead of the snow plow industry. Our focus is quality and we take pride in our work. Our sense of urgency and inventory sets us apart. Through innovative ideas and engineering, we are able to stand behind our SnowDogg Snow Plows and offer a broad range of products.</p> <p><strong>QUALITY FOCUS/BETTER VALUE</strong><br /> You can count on us and our SnowDogg Snow Plows. Reliable and long-lasting is who we are and what we do. We assure you that the design and build of our snow plows are built by experts who only make phenomenal products.</p> <p><strong>ENGINEERING</strong><br /> Our processes, products and materials are top-notch. Our exceptional facilities give us the ability to house new snow plow development and prototyping which allows for unrivaled speed from start to finish.</p>",(440) 974-8888,https://www.buyersproducts.com/catalog/snowdogg-9,SnowDogg,snowdogg,OH,https://twitter.com/BPCDogg,https://www.buyersproducts.com/,https://www.youtube.com/user/BuyersProd1,PLVULD57GGHlFohslV4SWyoO05ZCS_0UIx,NYon5F7-pNM,
